TR,SRC,GEO,MD,TVD,SD,PICK1,PICK2,RCX,RCY,TVDSD,SCX,SCY,SCD
261,11,11,4500,4500,10.00000032,0.59435,1.192823711,0,0,4490.000138,0,0,0.00013873
262,11,12,4550,4550,10.00000032,0.601,1.206123711,0,0,4540.000138,0,0,0.00013873
263,11,13,4600,4600,10.00000032,0.60765,1.219423711,0,0,4590.000138,0,0,0.00013873
264,11,14,4650,4650,10.00000032,0.6143,1.232723711,0,0,4640.000138,0,0,0.00013873
265,11,15,4700,4700,10.00000032,0.621,1.246123711,0,0,4690.000138,0,0,0.00013873
266,11,16,4750,4750,10.00000032,0.62765,1.259423711,0,0,4740.000138,0,0,0.00013873
267,11,17,4800,4800,10.00000032,0.6343,1.272723711,0,0,4790.000138,0,0,0.00013873
268,11,18,4850,4850,10.00000032,0.64095,1.286023711,0,0,4840.000138,0,0,0.00013873
269,11,19,4900,4900,10.00000032,0.64765,1.299423711,0,0,4890.000138,0,0,0.00013873
270,11,20,4950,4950,10.00000032,0.6543,1.312723711,0,0,4940.000138,0,0,0.00013873
271,11,21,5000,5000,10.00000032,0.66095,1.326023711,0,0,4990.000138,0,0,0.00013873
272,11,22,5050,5050,10.00000032,0.6676,1.339323711,0,0,5040.000138,0,0,0.00013873
273,11,23,5100,5100,10.00000032,0.6743,1.352723711,0,0,5090.000138,0,0,0.00013873
274,11,24,5150,5150,10.00000032,0.68095,1.366023711,0,0,5140.000138,0,0,0.00013873
275,11,25,5200,5200,10.00000032,0.6876,1.379323711,0,0,5190.000138,0,0,0.00013873
276,12,1,4000,4000,10.00000032,0.53165,1.059172047,0,0,3990.000138,500,0,0.00013873
277,12,2,4050,4050,10.00000032,0.5383,1.072572029,0,0,4040.000138,500,0,0.00013873
278,12,3,4100,4100,10.00000032,0.5449,1.085870384,0,0,4090.000138,500,0,0.00013873
279,12,4,4150,4150,10.00000032,0.5515,1.099166419,0,0,4140.000138,500,0,0.00013873
280,12,5,4200,4200,10.00000032,0.55815,1.11255951,0,0,4190.000138,500,0,0.00013873
281,12,6,4250,4250,10.00000032,0.56475,1.12585116,0,0,4240.000138,500,0,0.00013873
282,12,7,4300,4300,10.00000032,0.57135,1.139140719,0,0,4290.000138,500,0,0.00013873
283,12,8,4350,4350,10.00000032,0.578,1.152527601,0,0,4340.000138,500,0,0.00013873
284,12,9,4400,4400,10.00000032,0.5846,1.165813202,0,0,4390.000138,500,0,0.00013873
285,12,10,4450,4450,10.00000032,0.59125,1.179196285,0,0,4440.000138,500,0,0.00013873
286,12,11,4500,4500,10.00000032,0.59785,1.192478181,0,0,4490.000138,500,0,0.00013873
287,12,12,4550,4550,10.00000032,0.6045,1.205857706,0,0,4540.000138,500,0,0.00013873
288,12,13,4600,4600,10.00000032,0.6111,1.219136132,0,0,4590.000138,500,0,0.00013873
289,12,14,4650,4650,10.00000032,0.61775,1.232512321,0,0,4640.000138,500,0,0.00013873
290,12,15,4700,4700,10.00000032,0.62435,1.245787489,0,0,4690.000138,500,0,0.00013873
291,12,16,4750,4750,10.00000032,0.631,1.259160546,0,0,4740.000138,500,0,0.00013873
292,12,17,4800,4800,10.00000032,0.6376,1.272432655,0,0,4790.000138,500,0,0.00013873
293,12,18,4850,4850,10.00000032,0.64425,1.285802768,0,0,4840.000138,500,0,0.00013873
294,12,19,4900,4900,10.00000032,0.6509,1.299171479,0,0,4890.000138,500,0,0.00013873
295,12,20,4950,4950,10.00000032,0.6575,1.312439339,0,0,4940.000138,500,0,0.00013873
296,12,21,5000,5000,10.00000032,0.66415,1.325805361,0,0,4990.000138,500,0,0.00013873
297,12,22,5050,5050,10.00000032,0.67075,1.339070589,0,0,5040.000138,500,0,0.00013873
298,12,23,5100,5100,10.00000032,0.6774,1.352434074,0,0,5090.000138,500,0,0.00013873
299,12,24,5150,5150,10.00000032,0.68405,1.36579635,0,0,5140.000138,500,0,0.00013873
300,12,25,5200,5200,10.00000032,0.69065,1.379057911,0,0,5190.000138,500,0,0.00013873
301,13,1,4000,4000,10.00000032,0.5431,1.05773698,0,0,3990.000138,1000,0,0.00013873
302,13,2,4050,4050,10.00000032,0.5496,1.071122883,0,0,4040.000138,1000,0,0.00013873
303,13,3,4100,4100,10.00000032,0.5561,1.084500145,0,0,4090.000138,1000,0,0.00013873
304,13,4,4150,4150,10.00000032,0.5626,1.097869041,0,0,4140.000138,1000,0,0.00013873
305,13,5,4200,4200,10.00000032,0.5691,1.111229833,0,0,4190.000138,1000,0,0.00013873
306,13,6,4250,4250,10.00000032,0.5756,1.124582773,0,0,4240.000138,1000,0,0.00013873
307,13,7,4300,4300,10.00000032,0.5821,1.137928104,0,0,4290.000138,1000,0,0.00013873
308,13,8,4350,4350,10.00000032,0.5886,1.151266058,0,0,4340.000138,1000,0,0.00013873
309,13,9,4400,4400,10.00000032,0.5951,1.164596861,0,0,4390.000138,1000,0,0.00013873
310,13,10,4450,4450,10.00000032,0.6016,1.177920726,0,0,4440.000138,1000,0,0.00013873
311,13,11,4500,4500,10.00000032,0.60815,1.191335471,0,0,4490.000138,1000,0,0.00013873
312,13,12,4550,4550,10.00000032,0.61465,1.204646129,0,0,4540.000138,1000,0,0.00013873
313,13,13,4600,4600,10.00000032,0.6212,1.218048156,0,0,4590.000138,1000,0,0.00013873
314,13,14,4650,4650,10.00000032,0.6277,1.231346368,0,0,4640.000138,1000,0,0.00013873
315,13,15,4700,4700,10.00000032,0.63425,1.244736404,0,0,4690.000138,1000,0,0.00013873
316,13,16,4750,4750,10.00000032,0.64075,1.258022878,0,0,4740.000138,1000,0,0.00013873
317,13,17,4800,4800,10.00000032,0.6473,1.2714016,0,0,4790.000138,1000,0,0.00013873
318,13,18,4850,4850,10.00000032,0.65385,1.284774924,0,0,4840.000138,1000,0,0.00013873
319,13,19,4900,4900,10.00000032,0.66035,1.298045028,0,0,4890.000138,1000,0,0.00013873
320,13,20,4950,4950,10.00000032,0.6669,1.311407962,0,0,4940.000138,1000,0,0.00013873
321,13,21,5000,5000,10.00000032,0.67345,1.324765934,0,0,4990.000138,1000,0,0.00013873
322,13,22,5050,5050,10.00000032,0.68,1.338119079,0,0,5040.000138,1000,0,0.00013873
323,13,23,5100,5100,10.00000032,0.68655,1.351467526,0,0,5090.000138,1000,0,0.00013873
324,13,24,5150,5150,10.00000032,0.6931,1.364811402,0,0,5140.000138,1000,0,0.00013873
325,13,25,5200,5200,10.00000032,0.69965,1.378150828,0,0,5190.000138,1000,0,0.00013873
326,14,1,4000,4000,10.00000032,0.561,1.054360178,0,0,3990.000138,1500,0,0.00013873
327,14,2,4050,4050,10.00000032,0.56735,1.067869269,0,0,4040.000138,1500,0,0.00013873
328,14,3,4100,4100,10.00000032,0.57365,1.081268132,0,0,4090.000138,1500,0,0.00013873
329,14,4,4150,4150,10.00000032,0.57995,1.094650817,0,0,4140.000138,1500,0,0.00013873
330,14,5,4200,4200,10.00000032,0.5863,1.108111905,0,0,4190.000138,1500,0,0.00013873
331,14,6,4250,4250,10.00000032,0.5926,1.121463646,0,0,4240.000138,1500,0,0.00013873
332,14,7,4300,4300,10.00000032,0.59895,1.134894861,0,0,4290.000138,1500,0,0.00013873
333,14,8,4350,4350,10.00000032,0.6053,1.148311787,0,0,4340.000138,1500,0,0.00013873
334,14,9,4400,4400,10.00000032,0.61165,1.161714797,0,0,4390.000138,1500,0,0.00013873
335,14,10,4450,4450,10.00000032,0.618,1.175104252,0,0,4440.000138,1500,0,0.00013873
336,14,11,4500,4500,10.00000032,0.6244,1.188575352,0,0,4490.000138,1500,0,0.00013873
337,14,12,4550,4550,10.00000032,0.63075,1.201938848,0,0,4540.000138,1500,0,0.00013873
338,14,13,4600,4600,10.00000032,0.6371,1.21528981,0,0,4590.000138,1500,0,0.00013873
339,14,14,4650,4650,10.00000032,0.6435,1.228723711,0,0,4640.000138,1500,0,0.00013873
340,14,15,4700,4700,10.00000032,0.6499,1.242145903,0,0,4690.000138,1500,0,0.00013873
341,14,16,4750,4750,10.00000032,0.6563,1.255556679,0,0,4740.000138,1500,0,0.00013873
342,14,17,4800,4800,10.00000032,0.66265,1.268860895,0,0,4790.000138,1500,0,0.00013873
343,14,18,4850,4850,10.00000032,0.66905,1.2822496,0,0,4840.000138,1500,0,0.00013873
344,14,19,4900,4900,10.00000032,0.67545,1.295627725,0,0,4890.000138,1500,0,0.00013873
345,14,20,4950,4950,10.00000032,0.6819,1.309091216,0,0,4940.000138,1500,0,0.00013873
346,14,21,5000,5000,10.00000032,0.6883,1.322449034,0,0,4990.000138,1500,0,0.00013873
347,14,22,5050,5050,10.00000032,0.6947,1.335797029,0,0,5040.000138,1500,0,0.00013873
348,14,23,5100,5100,10.00000032,0.70115,1.349231362,0,0,5090.000138,1500,0,0.00013873
349,14,24,5150,5150,10.00000032,0.70755,1.362560496,0,0,5140.000138,1500,0,0.00013873
350,14,25,5200,5200,10.00000032,0.714,1.375976569,0,0,5190.000138,1500,0,0.00013873
351,15,1,4000,4000,10.00000032,0.5842,1.048648346,0,0,3990.000138,2000,0,0.00013873
352,15,2,4050,4050,10.00000032,0.5903,1.062171283,0,0,4040.000138,2000,0,0.00013873
353,15,3,4100,4100,10.00000032,0.5964,1.075670628,0,0,4090.000138,2000,0,0.00013873
354,15,4,4150,4150,10.00000032,0.60255,1.089236907,0,0,4140.000138,2000,0,0.00013873
355,15,5,4200,4200,10.00000032,0.60865,1.102690714,0,0,4190.000138,2000,0,0.00013873
356,15,6,4250,4250,10.00000032,0.6148,1.116212798,0,0,4240.000138,2000,0,0.00013873
357,15,7,4300,4300,10.00000032,0.62095,1.129713561,0,0,4290.000138,2000,0,0.00013873
358,15,8,4350,4350,10.00000032,0.6271,1.143193445,0,0,4340.000138,2000,0,0.00013873
359,15,9,4400,4400,10.00000032,0.6333,1.156743886,0,0,4390.000138,2000,0,0.00013873
360,15,10,4450,4450,10.00000032,0.63945,1.170183483,0,0,4440.000138,2000,0,0.00013873
361,15,11,4500,4500,10.00000032,0.64565,1.183694824,0,0,4490.000138,2000,0,0.00013873
362,15,12,4550,4550,10.00000032,0.65185,1.197187308,0,0,4540.000138,2000,0,0.00013873
363,15,13,4600,4600,10.00000032,0.65805,1.210661325,0,0,4590.000138,2000,0,0.00013873
364,15,14,4650,4650,10.00000032,0.66425,1.22411726,0,0,4640.000138,2000,0,0.00013873
365,15,15,4700,4700,10.00000032,0.67045,1.237555491,0,0,4690.000138,2000,0,0.00013873
366,15,16,4750,4750,10.00000032,0.6767,1.251068523,0,0,4740.000138,2000,0,0.00013873
367,15,17,4800,4800,10.00000032,0.6829,1.264472595,0,0,4790.000138,2000,0,0.00013873
368,15,18,4850,4850,10.00000032,0.68915,1.277952469,0,0,4840.000138,2000,0,0.00013873
369,15,19,4900,4900,10.00000032,0.6954,1.291416348,0,0,4890.000138,2000,0,0.00013873
370,15,20,4950,4950,10.00000032,0.70165,1.304864563,0,0,4940.000138,2000,0,0.00013873
371,15,21,5000,5000,10.00000032,0.7079,1.31829744,0,0,4990.000138,2000,0,0.00013873
372,15,22,5050,5050,10.00000032,0.7142,1.331808243,0,0,5040.000138,2000,0,0.00013873
373,15,23,5100,5100,10.00000032,0.72045,1.345211511,0,0,5090.000138,2000,0,0.00013873
374,15,24,5150,5150,10.00000032,0.72675,1.358693564,0,0,5140.000138,2000,0,0.00013873
375,15,25,5200,5200,10.00000032,0.733,1.372068429,0,0,5190.000138,2000,0,0.00013873
376,16,1,4000,4000,10.00000032,0.61165,1.040749587,0,0,3990.000138,2500,0,0.00013873
377,16,2,4050,4050,10.00000032,0.6175,1.05431195,0,0,4040.000138,2500,0,0.00013873
378,16,3,4100,4100,10.00000032,0.6234,1.067931202,0,0,4090.000138,2500,0,0.00013873
379,16,4,4150,4150,10.00000032,0.62935,1.08160857,0,0,4140.000138,2500,0,0.00013873
380,16,5,4200,4200,10.00000032,0.63525,1.09517349,0,0,4190.000138,2500,0,0.00013873
381,16,6,4250,4250,10.00000032,0.6412,1.108797803,0,0,4240.000138,2500,0,0.00013873
382,16,7,4300,4300,10.00000032,0.64715,1.122396267,0,0,4290.000138,2500,0,0.00013873
383,16,8,4350,4350,10.00000032,0.6531,1.135969248,0,0,4340.000138,2500,0,0.00013873
384,16,9,4400,4400,10.00000032,0.6591,1.149604011,0,0,4390.000138,2500,0,0.00013873
385,16,10,4450,4450,10.00000032,0.66505,1.163127375,0,0,4440.000138,2500,0,0.00013873
386,16,11,4500,4500,10.00000032,0.67105,1.176713734,0,0,4490.000138,2500,0,0.00013873
387,16,12,4550,4550,10.00000032,0.6771,1.190364146,0,0,4540.000138,2500,0,0.00013873
388,16,13,4600,4600,10.00000032,0.6831,1.203903997,0,0,4590.000138,2500,0,0.00013873
389,16,14,4650,4650,10.00000032,0.6891,1.217421014,0,0,4640.000138,2500,0,0.00013873
390,16,15,4700,4700,10.00000032,0.69515,1.231003803,0,0,4690.000138,2500,0,0.00013873
391,16,16,4750,4750,10.00000032,0.7012,1.244564887,0,0,4740.000138,2500,0,0.00013873
392,16,17,4800,4800,10.00000032,0.70725,1.258104606,0,0,4790.000138,2500,0,0.00013873
393,16,18,4850,4850,10.00000032,0.7133,1.2716233,0,0,4840.000138,2500,0,0.00013873
394,16,19,4900,4900,10.00000032,0.7194,1.285210347,0,0,4890.000138,2500,0,0.00013873
395,16,20,4950,4950,10.00000032,0.7255,1.298777416,0,0,4940.000138,2500,0,0.00013873
396,16,21,5000,5000,10.00000032,0.73155,1.312235421,0,0,4990.000138,2500,0,0.00013873
397,16,22,5050,5050,10.00000032,0.73765,1.325763317,0,0,5040.000138,2500,0,0.00013873
398,16,23,5100,5100,10.00000032,0.7438,1.339361951,0,0,5090.000138,2500,0,0.00013873
399,16,24,5150,5150,10.00000032,0.7499,1.352852289,0,0,5140.000138,2500,0,0.00013873
400,16,25,5200,5200,10.00000032,0.756,1.366324227,0,0,5190.000138,2500,0,0.00013873
401,17,1,4000,4000,10.00000032,0.6425,1.031196287,0,0,3990.000138,3000,0,0.00013873
402,17,2,4050,4050,10.00000032,0.64815,1.044861477,0,0,4040.000138,3000,0,0.00013873
403,17,3,4100,4100,10.00000032,0.65385,1.058577555,0,0,4090.000138,3000,0,0.00013873
404,17,4,4150,4150,10.00000032,0.65955,1.072264729,0,0,4140.000138,3000,0,0.00013873
405,17,5,4200,4200,10.00000032,0.6653,1.086004464,0,0,4190.000138,3000,0,0.00013873
406,17,6,4250,4250,10.00000032,0.67105,1.099716279,0,0,4240.000138,3000,0,0.00013873
407,17,7,4300,4300,10.00000032,0.6768,1.113400348,0,0,4290.000138,3000,0,0.00013873
408,17,8,4350,4350,10.00000032,0.68255,1.127056861,0,0,4340.000138,3000,0,0.00013873
409,17,9,4400,4400,10.00000032,0.68835,1.140768588,0,0,4390.000138,3000,0,0.00013873
410,17,10,4450,4450,10.00000032,0.6941,1.154370918,0,0,4440.000138,3000,0,0.00013873
411,17,11,4500,4500,10.00000032,0.6999,1.168029494,0,0,4490.000138,3000,0,0.00013873
412,17,12,4550,4550,10.00000032,0.70575,1.181745407,0,0,4540.000138,3000,0,0.00013873
413,17,13,4600,4600,10.00000032,0.71155,1.19535231,0,0,4590.000138,3000,0,0.00013873
414,17,14,4650,4650,10.00000032,0.7174,1.209017572,0,0,4640.000138,3000,0,0.00013873
415,17,15,4700,4700,10.00000032,0.72325,1.222657999,0,0,4690.000138,3000,0,0.00013873
416,17,16,4750,4750,10.00000032,0.72915,1.236358333,0,0,4740.000138,3000,0,0.00013873
417,17,17,4800,4800,10.00000032,0.735,1.249950083,0,0,4790.000138,3000,0,0.00013873
418,17,18,4850,4850,10.00000032,0.7409,1.263602743,0,0,4840.000138,3000,0,0.00013873
419,17,19,4900,4900,10.00000032,0.7468,1.277232063,0,0,4890.000138,3000,0,0.00013873
420,17,20,4950,4950,10.00000032,0.7527,1.290838295,0,0,4940.000138,3000,0,0.00013873
421,17,21,5000,5000,10.00000032,0.7586,1.304421698,0,0,4990.000138,3000,0,0.00013873
422,17,22,5050,5050,10.00000032,0.76455,1.318068461,0,0,5040.000138,3000,0,0.00013873
423,17,23,5100,5100,10.00000032,0.7705,1.331693362,0,0,5090.000138,3000,0,0.00013873
424,17,24,5150,5150,10.00000032,0.77645,1.345296653,0,0,5140.000138,3000,0,0.00013873
425,17,25,5200,5200,10.00000032,0.7824,1.35887859,0,0,5190.000138,3000,0,0.00013873
426,18,1,4000,4000,10.00000032,0.67615,1.02072756,0,0,3990.000138,3500,0,0.00013873
427,18,2,4050,4050,10.00000032,0.68165,1.034522926,0,0,4040.000138,3500,0,0.00013873
428,18,3,4100,4100,10.00000032,0.6871,1.048214583,0,0,4090.000138,3500,0,0.00013873
429,18,4,4150,4150,10.00000032,0.69265,1.062030339,0,0,4140.000138,3500,0,0.00013873
430,18,5,4200,4200,10.00000032,0.69815,1.075742166,0,0,4190.000138,3500,0,0.00013873
431,18,6,4250,4250,10.00000032,0.7037,1.0895031,0,0,4240.000138,3500,0,0.00013873
432,18,7,4300,4300,10.00000032,0.70925,1.103236719,0,0,4290.000138,3500,0,0.00013873
433,18,8,4350,4350,10.00000032,0.7148,1.116942993,0,0,4340.000138,3500,0,0.00013873
434,18,9,4400,4400,10.00000032,0.7204,1.13070011,0,0,4390.000138,3500,0,0.00013873
435,18,10,4450,4450,10.00000032,0.726,1.144430587,0,0,4440.000138,3500,0,0.00013873
436,18,11,4500,4500,10.00000032,0.7316,1.158134444,0,0,4490.000138,3500,0,0.00013873
437,18,12,4550,4550,10.00000032,0.73725,1.171890924,0,0,4540.000138,3500,0,0.00013873
438,18,13,4600,4600,10.00000032,0.7429,1.185621535,0,0,4590.000138,3500,0,0.00013873
439,18,14,4650,4650,10.00000032,0.74855,1.19932634,0,0,4640.000138,3500,0,0.00013873
440,18,15,4700,4700,10.00000032,0.7542,1.21300542,0,0,4690.000138,3500,0,0.00013873
441,18,16,4750,4750,10.00000032,0.7599,1.226739315,0,0,4740.000138,3500,0,0.00013873
442,18,17,4800,4800,10.00000032,0.7656,1.240448286,0,0,4790.000138,3500,0,0.00013873
443,18,18,4850,4850,10.00000032,0.7713,1.25413244,0,0,4840.000138,3500,0,0.00013873
444,18,19,4900,4900,10.00000032,0.77705,1.267873215,0,0,4890.000138,3500,0,0.00013873
445,18,20,4950,4950,10.00000032,0.7828,1.281589986,0,0,4940.000138,3500,0,0.00013873
446,18,21,5000,5000,10.00000032,0.78855,1.295282881,0,0,4990.000138,3500,0,0.00013873
447,18,22,5050,5050,10.00000032,0.7943,1.308952039,0,0,5040.000138,3500,0,0.00013873
448,18,23,5100,5100,10.00000032,0.80005,1.32259761,0,0,5090.000138,3500,0,0.00013873
449,18,24,5150,5150,10.00000032,0.80585,1.33630241,0,0,5140.000138,3500,0,0.00013873
450,18,25,5200,5200,10.00000032,0.81165,1.349984454,0,0,5190.000138,3500,0,0.00013873
451,19,1,4000,4000,10.00000032,0.71215,1.009994621,0,0,3990.000138,4000,0,0.00013873
452,19,2,4050,4050,10.00000032,0.71745,1.023786511,0,0,4040.000138,4000,0,0.00013873
453,19,3,4100,4100,10.00000032,0.7227,1.037482082,0,0,4090.000138,4000,0,0.00013873
454,19,4,4150,4150,10.00000032,0.72805,1.051295448,0,0,4140.000138,4000,0,0.00013873
455,19,5,4200,4200,10.00000032,0.73335,1.065011804,0,0,4190.000138,4000,0,0.00013873
456,19,6,4250,4250,10.00000032,0.7387,1.078775094,0,0,4240.000138,4000,0,0.00013873
457,19,7,4300,4300,10.00000032,0.7441,1.092586263,0,0,4290.000138,4000,0,0.00013873
458,19,8,4350,4350,10.00000032,0.74945,1.106299182,0,0,4340.000138,4000,0,0.00013873
459,19,9,4400,4400,10.00000032,0.75485,1.120060299,0,0,4390.000138,4000,0,0.00013873
460,19,10,4450,4450,10.00000032,0.76025,1.133796271,0,0,4440.000138,4000,0,0.00013873
461,19,11,4500,4500,10.00000032,0.7657,1.147581593,0,0,4490.000138,4000,0,0.00013873
462,19,12,4550,4550,10.00000032,0.77115,1.161342182,0,0,4540.000138,4000,0,0.00013873
463,19,13,4600,4600,10.00000032,0.7766,1.1750779,0,0,4590.000138,4000,0,0.00013873
464,19,14,4650,4650,10.00000032,0.7821,1.188864373,0,0,4640.000138,4000,0,0.00013873
465,19,15,4700,4700,10.00000032,0.7876,1.202626461,0,0,4690.000138,4000,0,0.00013873
466,19,16,4750,4750,10.00000032,0.7931,1.216364078,0,0,4740.000138,4000,0,0.00013873
467,19,17,4800,4800,10.00000032,0.79865,1.230153915,0,0,4790.000138,4000,0,0.00013873
468,19,18,4850,4850,10.00000032,0.80415,1.243842742,0,0,4840.000138,4000,0,0.00013873
469,19,19,4900,4900,10.00000032,0.8097,1.257584361,0,0,4890.000138,4000,0,0.00013873
470,19,20,4950,4950,10.00000032,0.8153,1.27137971,0,0,4940.000138,4000,0,0.00013873
471,19,21,5000,5000,10.00000032,0.82085,1.285073655,0,0,4990.000138,4000,0,0.00013873
472,19,22,5050,5050,10.00000032,0.82645,1.298821939,0,0,5040.000138,4000,0,0.00013873
473,19,23,5100,5100,10.00000032,0.83205,1.312546854,0,0,5090.000138,4000,0,0.00013873
474,19,24,5150,5150,10.00000032,0.8377,1.326327343,0,0,5140.000138,4000,0,0.00013873
475,19,25,5200,5200,10.00000032,0.8433,1.340005892,0,0,5190.000138,4000,0,0.00013873
476,20,1,4000,4000,10.00000032,0.7501,0.999408123,0,0,3990.000138,4500,0,0.00013873
477,20,2,4050,4050,10.00000032,0.7552,1.013147399,0,0,4040.000138,4500,0,0.00013873
478,20,3,4100,4100,10.00000032,0.7603,1.026865492,0,0,4090.000138,4500,0,0.00013873
479,20,4,4150,4150,10.00000032,0.7654,1.040561849,0,0,4140.000138,4500,0,0.00013873
480,20,5,4200,4200,10.00000032,0.77055,1.0543041,0,0,4190.000138,4500,0,0.00013873
481,20,6,4250,4250,10.00000032,0.77575,1.068093068,0,0,4240.000138,4500,0,0.00013873
482,20,7,4300,4300,10.00000032,0.7809,1.081791564,0,0,4290.000138,4500,0,0.00013873
483,20,8,4350,4350,10.00000032,0.7861,1.09553673,0,0,4340.000138,4500,0,0.00013873
484,20,9,4400,4400,10.00000032,0.79135,1.109329412,0,0,4390.000138,4500,0,0.00013873
485,20,10,4450,4450,10.00000032,0.79655,1.123029978,0,0,4440.000138,4500,0,0.00013873
486,20,11,4500,4500,10.00000032,0.8018,1.136778136,0,0,4490.000138,4500,0,0.00013873
487,20,12,4550,4550,10.00000032,0.8071,1.150574749,0,0,4540.000138,4500,0,0.00013873
488,20,13,4600,4600,10.00000032,0.8124,1.16434926,0,0,4590.000138,4500,0,0.00013873
489,20,14,4650,4650,10.00000032,0.8177,1.178101378,0,0,4640.000138,4500,0,0.00013873
490,20,15,4700,4700,10.00000032,0.823,1.191830838,0,0,4690.000138,4500,0,0.00013873
491,20,16,4750,4750,10.00000032,0.82835,1.205609924,0,0,4740.000138,4500,0,0.00013873
492,20,17,4800,4800,10.00000032,0.8337,1.219366621,0,0,4790.000138,4500,0,0.00013873
493,20,18,4850,4850,10.00000032,0.83905,1.233100722,0,0,4840.000138,4500,0,0.00013873
494,20,19,4900,4900,10.00000032,0.84445,1.246885629,0,0,4890.000138,4500,0,0.00013873
495,20,20,4950,4950,10.00000032,0.84985,1.260648279,0,0,4940.000138,4500,0,0.00013873
496,20,21,5000,5000,10.00000032,0.85525,1.274388518,0,0,4990.000138,4500,0,0.00013873
497,20,22,5050,5050,10.00000032,0.8607,1.288180802,0,0,5040.000138,4500,0,0.00013873
498,20,23,5100,5100,10.00000032,0.86615,1.301951073,0,0,5090.000138,4500,0,0.00013873
499,20,24,5150,5150,10.00000032,0.8716,1.315699216,0,0,5140.000138,4500,0,0.00013873
500,20,25,5200,5200,10.00000032,0.8771,1.32950069,0,0,5190.000138,4500,0,0.00013873
